,en,ru,pt-br,es-es,de,fr-fr,it,pl,zh-cn,jp,ko,,NOTES – use \n for newline,max length
fairmod_factorio_gun-turret,Gun turret,Пулемётная турель,Torre balística,Torreta ametralladora,Geschützturm,Tourelle mitrailleuse,Torretta difensiva,Działko maszynowe,机枪炮塔,ガンタレット,기관 포탑,,
fairmod_factorio_half-diagonal-rail,Half diagonal rail,Полудиагональные рельсы,Meio trilho diagonal,Vía semidiagonal,Halbdiagonales Gleis,Rail en demi-diagonale,Mezza rotaia diagonale,Skośny tor,半对角铁轨,対角線レール,절반 대각선 철도,,
fairmod_factorio_heat-exchanger,Heat exchanger,Теплообменник,Permutador de calor,Intercambiador de calor,Wärmetauscher,Échangeur de chaleur,Scambiatore di calore,Wymiennik ciepła,换热器,熱交換器,열 교환기,,
fairmod_factorio_heat-interface,Heat interface,Тепловой интерфейс,Interface de calor,Interfaz de calor,Schnittstelle für Wärme,Interface thermique,Interfaccia di calore,Interfejs cieplny,热力接口,熱インターフェイス,열 인터페이스,,
fairmod_factorio_heat-pipe,Heat pipe,Тепловая труба,Tubo de calor,Tubería térmica,Wärmerohr,Conduite de chaleur,Condotto termico,Ciepłowód,热管,ヒートパイプ,열 파이프,,
fairmod_factorio_huge-rock,Huge rock,Огромный камень,Rocha enorme,Roca enorme,Riesiger Felsen,Énorme rocher,Roccia enorme,Ogromna skała,巨型岩石,巨大な岩,거대한 바위,,
fairmod_factorio_huge-scorchmark-tintable,Huge tinted scorchmark,Огромный кратер,Marca de explosão enorme,Zona quemada (enorme),Riesige Brandspur,Énorme marque de brûlure,Enorme bruciatura,Ogromny krater,巨型焦痕,巨大な焦げ跡,거대한 폭발 흔적,,
fairmod_factorio_huge-scorchmark,Huge scorchmark,Огромный окрашенный кратер,Marca colorida de explosão enorme,Zona quemada coloreada (enorme),Riesige gefärbte Brandspur,Énorme marque de brûlure teintée,Bruciatura enorme colorata,Ogromny jasny krater,巨型着色焦痕,巨大な煤汚れた焦げ跡,거대한 그슬린 폭발 흔적,,
fairmod_factorio_infinity-chest,Infinity chest,Бесконечный сундук,Baú Infinito,Cofre Infinito,Unendlichkeitskiste,Coffre infini,Cassa infinita,Nieskończona skrzynia,永续箱,無限チェスト,무한 상자,,
fairmod_factorio_infinity-pipe,Infinity pipe,Бесконечная труба,Cano infinito,Tubería infinita,Unendlichkeitsrohr,Tuyau infini,Tubo infinito,Bezdenna rura,永续管,無限パイプ,무한 파이프,,
fairmod_factorio_inserter,Inserter,Манипулятор,Insersor,Insertador,Greifarm,Bras robotisé,Inseritore,Podajnik,电力机械臂,インサーター,투입기,,
fairmod_factorio_iron-chest,Iron chest,Железный сундук,Baú de ferro,Cofre de hierro,Eisenkiste,Coffre en fer,Baule in ferro,Żelazna skrzynia,铁箱,鉄製チェスト,철 상자,,
fairmod_factorio_iron-ore,Iron ore,Железная руда,Minério de ferro,Mineral de hierro,Eisenerz,Minerai de fer,Ferro grezzo,Ruda żelaza,铁矿,鉄鉱石,철 광석,,
fairmod_factorio_item-on-ground,Item on ground,Предмет на земле,Item no chão,Objeto en el suelo,Gegenstand auf dem Boden,Objet au sol,Oggetto a terra,Przedmiot na ziemi,落地物品,落ちているアイテム,땅 위의 아이템,,
fairmod_factorio_item-request-proxy,Item request slot,Ячейка запроса предмета,Espaço de requisição de objeto,Solicitud de elementos en curso,Platz für angefragte Gegenstände,Emplacement de demande d'élément,Slot di richiesta per gli oggetti,Pole zamawiania przedmiotów,需求物品,アイテム要求スロット,아이템 요청 슬롯,,
fairmod_factorio_lab,Lab,Лаборатория,Laboratório,Laboratorio,Labor,Laboratoire,Laboratorio,Laboratorium,研究中心,研究所,연구소,,
fairmod_factorio_land-mine,Land mine,Мина,Mina terrestre,Mina terrestre,Landmine,Mine,Mina antiuomo,Mina,地雷,地雷,지뢰,,
fairmod_factorio_lane-splitter,Lane splitter,Разделитель полосы,Separador de lado,Divisor de carril,Fließbandseiten-Teiler,Répartiteur de ligne,Ripartitore,Rozdzielacz liniowy,单带分流器,レーン分配器,레인 분배기,,
fairmod_factorio_laser-bubble,Laser bubble,Лазерный пузырь,Bolha laser,Burbuja láser,Laserblase,Bulle laser,Bolla laser,Bańka laserowa,激光气泡,レーザーバブル,레이저 거품,,
fairmod_factorio_laser-turret,Laser turret,Лазерная турель,Torre laser,Torreta láser,Laser-Geschützturm,Tourelle laser,Torretta laser,Działko laserowe,激光炮塔,レーザータレット,레이저 포탑,,
fairmod_factorio_legacy-curved-rail,Legacy curved rail,Старые изогнутые рельсы,Trilho curvo antigo,Antigua vía curva,Gebogenes Gleis (veraltet),Ancien rail courbé,Binario curvo,Zakrzywiony tor starego typu,传统曲轨,曲線レール(旧バージョン),구식 곡선 철도,,
fairmod_factorio_legacy-straight-rail,Legacy straight rail,Старые прямые рельсы,Trilho reto antigo,Antigua vía recta,Gerades Gleis (veraltet),Rail droit historique,Binario dritto,Prosty tor starego typu,传统直轨,直線レール(旧バージョン),구식 직선 철도,,
fairmod_factorio_linked-belt,Linked belt,Связанный конвейер,Esteira vinculada,Cinta transportadora vinculada,Verbundenes Fließband,Convoyeur lié,Nastro trasportatore collegato,Połączony taśmociąg,关联带,リンクされたベルト,연결된 벨트,,
fairmod_factorio_linked-chest,Linked chest,Связанный сундук,Baú vinculado,Cofre vinculado,Verbundene Kiste,Coffre lié,Cassa collegata,Połączona skrzynia,关联箱,リンクされたチェスト,연결된 상자,,
fairmod_factorio_loader-1x1,Loader 1x1,Погрузчик,Carregador,Cargador,Belader,Chargeur,Caricatore,Ładowarka,装卸机,ローダー,적재기,,
fairmod_factorio_loader,Loader,Погрузчик 1x1,Carregador 1x1,Cargador 1x1,Belader 1×1,Chargeur 1x1,Caricatore 1x1,Ładowarka 1x1,装卸机 1x1,ローダー 1x1,1x1 적재기,,
fairmod_factorio_locomotive,Locomotive,Локомотив,Locomotiva,Locomotora,Lokomotive,Locomotive,Locomotiva,Lokomotywa,内燃机车,機関車,기관차,,
fairmod_factorio_logistic-robot,Logistic robot,Транспортный дрон,Robô logístico,Robot logístico,Logistikroboter,Robot logistique,Robot logistico,Robot logistyczny,物流机器人,物流ロボット,물류 로봇,,
fairmod_factorio_long-handed-inserter,Long-handed inserter,Длинный манипулятор,Insersor de longo-alcance,Insertador largo,Langer Greifarm,Bras robotisé long,Inseritore braccio lungo,Podajnik długoramienny,加长机械臂,ロングアームインサーター,긴 팔 투입기,,
fairmod_factorio_market,Market,Рынок,Mercado,Mercado,Markt,Marché,Mercato,Sklep,市场,マーケット,시장,,
fairmod_factorio_massive-explosion,Massive explosion,Массивный взрыв,Explosão massiva,Explosión masiva,Massive Explosion,Explosion massive,Esplosione enorme,Masywny wybuch,巨型爆炸,巨大な爆発,거대한 폭파,,
fairmod_factorio_medium-biter-corpse,Medium biter corpse,Средний кусака,Mordedor médio,Mordedor mediano,Mittelgroßer Beißer,Déchiqueteur,Morditore medio,Średni kąsacz,中型撕咬虫,中型バイター,중형 바이터,,
fairmod_factorio_medium-biter,Medium biter,Труп среднего кусаки,Cadáver de mordedor médio,Cadáver de mordedor mediano,Toter mittelgroßer Beißer,Cadavre de déchiqueteur,Cadavere di Morditore medio,Zwłoki średniego kąsacza,中型撕咬虫尸体,中型バイターの死骸,중형 바이터 시체,,
fairmod_factorio_medium-electric-pole,Medium electric pole,Средняя опора ЛЭП,Poste médio,Poste eléctrico mediano,Mittelgroßer Strommast,Poteau électrique,Palo medio dell'elettricitá,Średni słup elektryczny,中型电线杆,中型電柱,중형 전신주,,
fairmod_factorio_medium-explosion,Medium explosion,Средний взрыв,Explosão média,Explosión mediana,Mittelgroße Explosion,Explosion moyenne,Esplosione media,Średni wybuch,中型爆炸,中規模の爆発,중형 폭발,,
fairmod_factorio_medium-remnants,Medium remnants,Средние обломки,Restos médios,Escombros medianos,Mittelgroße Überreste,Vestiges,Resti medi,Średnie szczątki,中型残骸,中型の残骸,중형 잔해,,
fairmod_factorio_medium-scorchmark-tintable,Medium tinted scorchmark,Средний кратер,Marca de explosão média,Marca de quemadura mediana,Mittelgroße Brandspur,Trace de brûlure moyenne,Bruciatura di medie dimensioni,Średni krater,中型焦痕,中規模の焦げ跡,중간 크기 폭발 흔적,,
fairmod_factorio_medium-scorchmark,Medium scorchmark,Средняя окрашенная подпалина,Marca colorida de explosão média,Zona quemada coloreada (mediana),Mittelgroße gefärbte Brandspur,Marque de brûlure moyenne,Bruciatura di dimensioni medie colorata,Średni jasny krater,中型着色焦痕,中規模の煤汚れた焦げ跡,중간 크기의 그슬린 흔적,,
fairmod_factorio_medium-small-remnants,Medium small remnants,Небольшие обломки,Pequenos restos médios,Restos pequeños y medianos,Mittelgroße Überreste,Vestiges moyens,Detriti di medio-piccole dimensioni,Niewielkie szczątki,中小型残骸,中程度の小さな残骸,중형 잔해,,
fairmod_factorio_medium-spitter-corpse,Medium spitter corpse,Средний плевака,Cuspidor médio,Escupidor mediano,Mittelgroßer Speier,Cracheur,Sputatore medio,Średni plujec,中型喷吐虫,中型スピッター,중형 스피터,,
fairmod_factorio_medium-spitter,Medium spitter,Труп среднего плеваки,Cadáver de cuspidor médio,Cadáver de escupidor mediano,Toter mittelgroßer Speier,Cadavre de cracheur,Cadavere di Sputatore medio,Zwłoki średniego plujca,中型喷吐虫尸体,中型スピッターの死骸,중형 스피터 시체,,
fairmod_factorio_medium-worm-corpse-burrowed,Medium worm corpse burrowed,Труп среднего червя,Cadáver de verme médio,Cadáver de gusano mediano,Toter mittelgroßer Wurm,Cadavre de ver,Cadavere di Verme medio,Zwłoki średniego czerwia,中型沙虫尸体,中型ワームの死骸,중형 땅벌레 시체,,
fairmod_factorio_medium-worm-corpse,Medium worm corpse,Закопавшийся труп среднего червя,Cadáver de verme médio enterrado,Cadáver enterrado de gusano mediano,Toter eingegrabener mittelgroßer Wurm,Cadavre de ver moyen enfoui,Cadavere di verme medio sepolto,Zakopane zwłoki średniego czerwa,被埋的中型沙虫尸体,地中に潜った中型ワームの死骸,잠복한 중형 땅벌레 시체,,
fairmod_factorio_medium-worm-turret,Medium worm,Средний червь,Verme médio,Gusano mediano,Mittelgroßer Wurm,Ver,Verme medio,Średni czerw,中型沙虫,中型ワーム,중형 땅벌레,,
fairmod_factorio_nuclear-reactor,Nuclear reactor,Ядерный реактор,Reator nuclear,Reactor nuclear de fisión,Kernreaktor,Réacteur nucléaire,Reattore nucleare,Reaktor jądrowy,核反应堆,原子炉,원자로,,
fairmod_factorio_offshore-pump,Offshore pump,Прибрежный насос,Bomba hidráulica,Bomba costera,Pumpwerk,Pompe côtière,Pompa offshore,Pompa przybrzeżna,抽取泵,汲み上げポンプ,해안 펌프,,
fairmod_factorio_oil-refinery,Oil refinery,Нефтеперерабатывающий завод,Refinaria de petróleo,Refinería de petróleo,Ölraffinerie,Raffinerie,Raffineria di petrolio,Rafineria ropy naftowej,炼油厂,原油精製所,정유 공장,,
fairmod_factorio_passive-provider-chest,Passive provider chest,Сундук пассивного снабжения,Baú provedor passivo,Cofre proveedor pasivo,Passive Anbieterkiste,Coffre logistique d'approvisionnement passif,Cassa fornitrice passiva,Pasywna skrzynia zaopatrzeniowa,被动供货箱（红箱）,パッシブ供給チェスト,수동형 공급 상자,,
fairmod_factorio_pipe-to-ground,Pipe to ground,Труба,Cano,Tubería,Rohr,Tuyau,Tubo,Rura,管道,パイプ,파이프,,
fairmod_factorio_pipe,Pipe,Подземная труба,Cano subterrâneo,Tubería subterránea,Unterirdisches Rohr,Tuyau souterrain,Tubo sotterraneo,Podziemny rurociąg,地下管道,地下パイプ,지하 파이프,,
fairmod_factorio_poison-cloud,Poison cloud,Ядовитое облако,Nuvem venenosa,Nube de veneno,Giftwolke,Nuage de poison,Nube di veleno,Chmura trucizny,毒雾,毒の霧,독 구름,,
fairmod_factorio_power-switch,Power switch,Выключатель питания,Interruptor de energia,Interruptor,Stromschalter,Commutateur d’alimentation électrique,Interruttore,Przełącznik zasilania,电闸,電源スイッチ,전원 스위치,,
fairmod_factorio_programmable-speaker,Programmable speaker,Программируемый динамик,Alto-falante programável,Altavoz programable,Programmierbarer Lautsprecher,Haut-parleur programmable,Altoparlante programmabile,Programowalny głośnik,程控扬声器,プログラマブルスピーカー,프로그래밍 가능한 스피커,,
fairmod_factorio_pump,Pump,Помпа,Bomba,Bomba de fluidos,Pumpe,Pompe,Pompa,Pompa,管道泵,ポンプ,펌프,,
fairmod_factorio_pumpjack,Pumpjack,Насосная станция,Bomba de sucção,Bomba extractora,Förderpumpe,Chevalet de pompage,Pompa petrolifera,Kiwon,抽油机,ポンプジャック,시추기,,
fairmod_factorio_radar,Radar,Радар,Radar,Radar,Radar,Radar,Radar,Radar,雷达,レーダー,레이더,,
fairmod_factorio_rail-chain-signal,Rail chain signal,Проходной ж/д светофор,Sinal ferroviário em cadeia,Semáforo ferroviario en cadena,Zug-Kettensignal,Signal ferroviaire chaîné,Semaforo a catena,Semafor poprzedzający,联锁铁路信号,連動式列車用信号,철도 연속 신호,,
fairmod_factorio_rail-ending-remnants,Rail ending remnants,Обломки конца рельс,Restos de final de trilho,Restos de fin de raíl,Überreste eines Gleisendes,Vestiges de fin de ligne ferroviaire,Residui di binario distrutto,Szczątki końca toru kolejowego,铁轨末端残骸,車止めの残骸,철도 끝 잔해,,
fairmod_factorio_rail-signal,Rail signal,Ж/д светофор,Sinal ferroviário,Semáforo ferroviario,Zugsignal,Signal ferroviaire,Semaforo ferroviario,Semafor,常规铁路信号,列車用信号,철도 신호,,
fairmod_factorio_red-chest,Red chest,Красный сундук,Baú vermelho,Cofre Rojo,Rote Kiste,Coffre rouge,Cassa rossa,Czerwona skrzynia,红箱,赤チェスト,빨간색 상자,,
fairmod_factorio_requester-chest,Requester chest,Сундук запроса,Baú solicitador,Cofre solicitador,Anfragekiste,Coffre logistique de demandes,Cassa di richiesta,Skrzynia zamawiająca,优先集货箱（蓝箱）,要求チェスト,요청 상자,,
fairmod_factorio_roboport,Roboport,Дронстанция,Roboport,Robopuerto,Roboterhangar,Roboport,Porto per Droni,Roboport,机器人指令平台,ロボットステーション,로보포트,,
fairmod_factorio_rock-damaged-explosion,Rock damaged explosion,Эффект повреждения камня,Explosão de rocha danificada,Explosión al dañar una roca,Beschädigende Explosion an einem Felsen,Explosion de rocher endommagé,Roccia danneggiata da un'esplosione,Eksplozja niszcząca skały,岩石受损爆炸,ダメージを受けた岩の爆発,손상된 바위 폭발,,
fairmod_factorio_rocket-silo-rocket-shadow,Rocket shadow,Ракета,Foguete,Cohete,Rakete,Missile,Razzo,Rakieta,火箭弹,ロケット弾,로켓,,
fairmod_factorio_rocket-silo,Rocket silo,Ракетная шахта,Silo de foguete,Silo de Cohete,Raketensilo,Silo à fusée,Silo per razzi,Silos rakietowy,火箭发射井,ロケットサイロ,로켓 격납고,,
fairmod_factorio_rocket,Rocket,Тень ракеты,Sombra de foguete,Sombra del cohete,Raketenschatten,Ombre de fusée,Ombra del razzo,Cień rakiety,火箭阴影,ロケットの影,로켓 그림자,,
fairmod_factorio_selector-combinator,Selector combinator,Выбирающий комбинатор,Combinador de ordem,Combinador selector,Kombinator für Auswahl,Sélecteur,Combinatore di selettore,Sterownik sortujący,选择运算器,選別回路,선택 선별 조합기,,
fairmod_factorio_simple-entity-with-force,Simple entity with force,Простой объект с командой,Entidade simples com força,Entidad simple con dueño. Usado en mods. Es objetivo militar.,Einfaches Objekt mit Partei,Entité simple avec une force,Semplice entità con una forza,Prosty obiekt ze stroną konfliktu,阵营的简单实体,勢力を持つ一般エンティティ,세력이 있는 단순한 개체,,
fairmod_factorio_simple-entity-with-owner,Simple entity with owner,Простой объект с владельцем,Entidade simples com dono,Entidad simple con dueño. Usado en mods. NO es objetivo militar.,Einfaches Objekt mit Besitzer,Entité simple avec un propriétaire,Entità semplice con proprietario,Prosty obiekt z właścicielem,个人的简单实体,所有権を持つ一般エンティティ,소유자가 있는 단순한 개체,,
fairmod_factorio_small-biter-corpse,Small biter corpse,Небольшой кусака,Mordedor pequeno,Biter pequeño,Kleiner Beißer,Petit déchiqueteur,Morditore piccolo,Mały kąsacz,小型撕咬虫,小型バイター,소형 바이터,,
fairmod_factorio_small-biter,Small biter,Труп небольшого кусаки,Cadáver de mordedor pequeno,Cadáver de mordedor pequeño,Toter kleiner Beißer,Cadavre de petit déchiqueteur,Cadavere di Morditore piccolo,Zwłoki małego kąsacza,小型撕咬虫尸体,小型バイターの死骸,소형 바이터 시체,,
fairmod_factorio_small-electric-pole,Small electric pole,Деревянная опора ЛЭП,Poste pequeno,Poste eléctrico pequeño,Kleiner Strommast,Petit poteau électrique,Palo piccolo dell’elettricità,Mały słup elektryczny,小型电线杆,小型電柱,소형 전신주,,
fairmod_factorio_small-lamp,Lamp,Фонарь,Lâmpada,Lámpara,Lampe,Lampe,Lampione,Lampa,照明灯,ランプ,조명,,
fairmod_factorio_small-remnants,Small remnants,Малые обломки,Restos pequenos,Escombros pequeños,Kleine Überreste,Petits vestiges,Resti piccoli,Małe szczątki,小型残骸,小さな残骸,소형 잔해,,
fairmod_factorio_small-scorchmark-tintable,Small tinted scorchmark,Малый кратер,Pequena queimadura,Marca de quemadura pequeña,Kleine Brandspur,Petite marque de brûlure,Piccola bruciatura,Mały krater,小型焦痕,小さな焦げ跡,작은 폭발 흔적,,
fairmod_factorio_small-scorchmark,Small scorchmark,Малая окрашенная подпалина,Marca colorida de explosão pequena,Zona quemada coloreada (pequeña),Kleine gefärbte Brandspur,Petite marque de brûlure,Piccola bruciatura colorata,Mały jasny krater,小型着色焦痕,小規模の煤汚れた焦げ跡,작은 그슬린 폭발 흔적,,
fairmod_factorio_small-spitter-corpse,Small spitter corpse,Малый плевака,Cuspidor pequeno,Escupidor pequeño,Kleiner Speier,Petit cracheur,Sputatore piccolo,Mały plujec,小型喷吐虫,小型スピッター,소형 스피터,,
fairmod_factorio_small-spitter,Small spitter,Труп малого плеваки,Cadáver de cuspidor pequeno,Cadáver de escupidor pequeño,Toter kleiner Speier,Cadavre de petit cracheur,Cadavere di Sputatore piccolo,Zwłoki małego plujca,小型喷吐虫尸体,小型スピッターの死骸,소형 스피터 시체,,
fairmod_factorio_small-worm-corpse-burrowed,Small worm corpse burrowed,Труп малого червя,Cadáver de verme pequeno,Cadáver de gusano pequeño,Toter kleiner Wurm,Cadavre de petit ver,Cadavere di Verme piccolo,Zwłoki małego czerwia,小型沙虫尸体,小型ワームの死骸,소형 땅벌레 시체,,
fairmod_factorio_small-worm-corpse,Small worm corpse,Закопавшийся труп малого червя,Cadáver de verme enterrado,Cadáver enterrado de gusano pequeño,Toter eingegrabener kleiner Wurm,Cadavre de petit ver enfoui,Cadavere di verme piccolo sepolto,Zakopane zwłoki małego czerwa,被埋的小型沙虫尸体,地中に潜った小型ワームの死骸,잠복한 소형 땅벌레 시체,,
fairmod_factorio_small-worm-turret,Small worm,Небольшой червь,Verme pequeno,Gusano pequeño,Kleiner Wurm,Petit ver,Verme piccolo,Mały czerw,小型沙虫,小型ワーム,소형 땅벌레,,
fairmod_factorio_solar-panel,Solar panel,Солнечная панель,Painel Solar,Panel solar,Solarpanel,Panneau solaire,Pannello solare,Ogniwo słoneczne,太阳能板,ソーラーパネル,태양 전지판,,
fairmod_factorio_spark-explosion-higher,Spark explosion higher,Искрящийся взрыв,Explosão de faíscas,Explosión de chispa,Funken-Explosion,Projection d'étincelles,Esplosione da scintilla,Rozbłysk iskier,火花爆炸,スパークの爆発,스파크 폭발,,
fairmod_factorio_spark-explosion,Spark explosion,Большой искрящийся взрыв,Explosão de faíscas superior,Explosión mayor de chispa,Hohe Funken-Explosion,Projection d'étincelles plus importante,Scintilla d'esplosione più alta,Wysoki rozbłysk iskier,更大火花爆炸,高いスパークの爆発,더 심한 스파크 폭발,,
fairmod_factorio_spidertron-leg,Spidertron leg,Паукотрон,Spidertron,Mecanoaraña,Spidertron,Spidertron,Spidertron,Spidertron,蜘蛛机甲,スパイダートロン,스파이더트론,,
fairmod_factorio_spidertron,Spidertron,Нога паукотрона,Perna da Spidertron,Pata de mecanoaraña,Spidertron-Bein,Patte de Spidertron,Gamba di Spidertron,Odnóże spidertrona,蜘蛛机甲腿,スパイダートロンの足,스파이더트론 다리,,
fairmod_factorio_spitter-spawner-corpse,Spitter spawner corpse,Улей плевак,Ninho de cuspidores,Nido de escupidores,Speiernest,Nid de cracheurs,Generatore di Sputatori,Legowisko plujców,喷吐虫巢,スピッターの巣,스피터 산란장,,
fairmod_factorio_spitter-spawner,Spitter spawner,Остатки улья плевак,Restos de ninho de cuspidores,Restos de nido de escupidores,Totes Speiernest,Cadavre de nid de cracheurs,Resti del generatore di Sputatori,Pozostałości legowiska plujców,喷吐虫巢尸体,スピッターの巣の残骸,스피터 산란장 시체,,
fairmod_factorio_splitter,Splitter,Разделитель,Separador,Divisor,Teilerfließband,Répartiteur,Ripartitore,Rozdzielacz,基础分流器,分配器,분배기,,
fairmod_factorio_steam-engine,Steam engine,Паровой двигатель,Gerador a vapor,Motor de vapor,Dampfmaschine,Machine à vapeur,Motore a vapore,Silnik parowy,蒸汽机,蒸気機関,증기 기관,,
fairmod_factorio_steam-turbine,Steam turbine,Паровая турбина,Turbina a vapor,Turbina de vapor,Dampfturbine,Turbine à vapeur,Turbina a vapore,Turbina parowa,汽轮机,蒸気タービン,증기 터빈,,
fairmod_factorio_steel-chest,Steel chest,Стальной сундук,Baú de aço,Cofre de acero,Stahlkiste,Coffre en acier,Baule in acciaio,Stalowa skrzynia,钢箱,鋼鉄製チェスト,강철 상자,,
fairmod_factorio_steel-furnace,Steel furnace,Стальная печь,Fornalha de aço,Horno de acero,Hochofen,Four en acier,Fornace d'acciaio,Stalowy piec,钢炉,鋼鉄の炉,강철 용광로,,
fairmod_factorio_stone-furnace,Stone furnace,Камень,Pedra,Piedra,Stein,Pierre,Pietra,Kamień,石矿,石,돌,,
fairmod_factorio_stone-wall,Wall,Каменная печь,Fornalha de pedra,Horno de piedra,Schmelzofen,Four en pierre,Fornace di pietra,Kamienny piec,石炉,石の炉,돌 용광로,,
fairmod_factorio_stone,Stone,Стена,Muro,Muro,Mauer,Mur,Muro,Mur,墙壁,防壁,벽,,
fairmod_factorio_storage-chest,Storage chest,Сундук хранения,Baú de armazenagem,Cofre de almacenamiento,Lagerkiste,Coffre logistique de stockage,Cassa deposito,Skrzynia magazynująca,被动存货箱（黄箱）,貯蔵チェスト,보관 상자,,
fairmod_factorio_storage-tank,Storage tank,Резервуар,Tanque de armazenamento,Cisterna,Lagertank,Réservoir,Serbatoio di stoccaggio,Zbiornik,储液罐,貯蔵タンク,저장 탱크,,
fairmod_factorio_straight-rail,Straight rail,Прямые рельсы,Trilho reto,Vía recta,Gerades Gleis,Rail droit,Rotaia dritta,Prosty tor,直线铁轨,直線レール,직선 철도,,
fairmod_factorio_substation,Substation,Подстанция,Subestação,Subestación eléctrica,Umspannwerk,Poste électrique,Sottostazione,Podstacja elektryczna,广域配电站,広域電柱,변전소,,
fairmod_factorio_tank,Tank,Танк,Tanque,Tanque,Panzer,Tank,Carro armato,Czołg,坦克,戦車,탱크,,
fairmod_factorio_underground-belt,Underground belt,Подземный конвейер,Esteira subterrânea,Cinta transportadora subterránea,Unterirdisches Fließband,Convoyeur souterrain,Rullo sotterraneo,Podziemny taśmociąg,基础地下传送带,地下搬送ベルト,지하 벨트,,
fairmod_factorio_uranium-cannon-shell-explosion,Uranium cannon shell explosion,Взрыв уранового пушечного снаряда,Explosão de canhão de urânio,Explosión de proyectil de uranio para cañón,Explosion durch uranversetztes Kanonengeschoss,Explosion d'un obus d'uranium,Esplosione della testata nucleare,Eksplozja uranowego pocisku armatniego,贫铀炮弹爆炸,劣化ウラン砲弾爆発,우라늄 포탄 폭발,,
fairmod_factorio_uranium-ore,Uranium ore,Урановая руда,Minério de urânio,Mineral de uranio,Uranerz,Minerai d’uranium,Uranio grezzo,Ruda uranu,铀矿,ウラン鉱石,우라늄 광석,,
fairmod_factorio_wall-damaged-explosion,Wall damaged explosion,Эффект повреждения стены,Explosão de muros danificados,Explosión al dañar un muro,Beschädigende Explosion an einer Mauer,Débris de mur endommagé par explosion,Muro danneggiato da un'esplosione,Eksplozja niszcząca mur,墙壁受损爆炸,ダメージを受けた壁の爆発,손상된 벽 폭발,,
fairmod_factorio_water-splash,Water splash,Всплеск воды,Respingo de água,Salpicadura de agua,Wasserspritzer,Éclaboussure,Schizzo d'acqua,Pluśnięcie wody,水花,水しぶき,물 첨벙임,,
fairmod_factorio_water-well-pump,Water well pump,Водяной насос,Bomba de poço de água,Bomba de agua subterránea,Brunnenpumpe,Pompe à eau,Pompa per acqua di pozzo,Pompa głębinowa,水井泵,井戸ポンプ,우물 펌프,,
fairmod_factorio_wooden-chest,Wooden chest,Деревянный сундук,Baú de madeira,Cofre de madera,Holzkiste,Coffre en bois,Cassa di legno,Drewniana skrzynia,木箱,木製チェスト,나무 상자,,
fairmod_factorio_mat_crude-oil,Crude oil,Сырая нефть,Petróleo Bruto,Petróleo crudo,Rohöl,Pétrole brut,Greggio,Ropa naftowa,原油,原油,원유,,
fairmod_factorio_mat_heavy-oil,Heavy oil,Мазут,Petróleo pesado,Petróleo pesado,Schweröl,Pétrole lourd,Petrolio pesante,Mazut,重油,重油,중유,,
fairmod_factorio_mat_light-oil,Light oil,Дизельное топливо,Petróleo leve,Petróleo ligero,Leichtöl,Pétrole léger,Petrolio leggero,Nafta,轻油,軽油,경유,,
fairmod_factorio_mat_lubricant,Lubricant,Смазочная жидкость,Lubrificante,Lubricante,Schmiermittel,Lubrifiant,Lubrificante,Smar,润滑油,潤滑油,윤활유,,
fairmod_factorio_mat_petroleum-gas,Petroleum gas,Попутный нефтяной газ,Gás de petróleo,Gas de petróleo,Flüssiggas,Gaz de pétrole,GPL,Gaz płynny,石油气,石油ガス,석유 가스,,
fairmod_factorio_mat_steam,Steam,Пар,Vapor,Vapor,Dampf,Vapeur,Vapore,Para wodna,蒸汽,蒸気,증기,,
fairmod_factorio_mat_sulfuric-acid,Sulfuric acid,Серная кислота,Ácido sulfúrico,Ácido sulfúrico,Schwefelsäure,Acide sulfurique,Acido solforico,Kwas siarkowy,硫酸,硫酸,황산,,
fairmod_factorio_mat_water,Water,Вода,Água,Agua,Wasser,Eau,Acqua,Woda,水,水,물,,
fairmod_factorio_advanced-circuit,Advanced circuit,Продвинутая схема,Circuito avançado,Circuito electrónico avanzado,Integrierter Schaltkreis,Circuit électronique avancé,Circuito avanzato,Zaawansowany układ elektroniczny,集成电路,発展基板,고급 회로,,
fairmod_factorio_artillery-shell,Artillery shell,Артиллерийский снаряд,Munição de artilharia,Proyectil de artillería,Artilleriegranate,Obus d’artillerie,Proiettile d'artiglieria,Nabój artyleryjski,重炮炮弹,長距離砲弾,대포용 포탄,,
fairmod_factorio_artillery-targeting-remote,Artillery targeting remote,Пульт управления артиллерией,Controle remoto de direcionamento de artilharia,Objetivo remoto de artillería,Fernsteuerung für Artillerie,Commande à distance de l'artillerie,Comando di puntamento dell'artiglieria,Zdalny kontroler artyleryjski,重炮瞄准遥控器,遠方照準器,대포 목표 지정 리모컨,,
fairmod_factorio_artillery-turret,Artillery turret,Артиллерийское орудие,Torre de artilharia,Torreta de artillería,Artillerie-Geschützturm,Tourelle d'artillerie,Torretta d'artiglieria,Wieżyczka artyleryjska,重炮炮塔,長距離砲タレット,대포 포탑,,
fairmod_factorio_artillery-wagon-cannon,Artillery cannon,Артиллерийская пушка,Canhão de artilharia,Cañón de artillería,Artilleriekanone,Canon d’artillerie,Cannone di artiglieria,Działo artyleryjskie,重型火炮,長距離砲,대포,,
